cod_sed;secretaria;codigo_institucion;nombre_institucion;licencia;fecha_licencia;nit;cod_dpto;departamento;cod_mpio;municipio;localidad;barrio;direccion;telefono;correo_electronico;pagina_web;naturaleza;nombre_representante;certificado_calidad;numero_certificacion;norma;entidad_emisora;estado_certificacion;fecha_otorgamiento;fecha_vencimiento;longitud;latitud;año_corte;mes_corte;fecha_corte
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;7.633,;CORPORACIÓN INTERNACIONAL PARA EL DESARROLLO EDUCATIVO - CIDE;5606;2011 jul 12 12:00:00 AM;860053914;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;TEUSAQUILLO;LA SOLEDAD;CALLE 41 No. 27A - 56;3689618;rectoria@cide.edu.co;www.cide.edu.co;PRIVADA;SANDRA TERESAARCO MARTINEZ;SI;CO18,02682;NTC 5555;BUREAU VERITAS;PRIMERA VEZ;2018 sep 24 12:00:00 AM;2021 sep 23 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.797,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;5.861,;CORPORACIÓN IBEROAMERICANA DE CIENCIA Y TECNOLOGÍA CIBERTEC S.A.S.;2714;2011 dic 06 12:00:00 AM;900365845-8;50,;META;50.001,;VILLAVICENCIO;;BARZAL;CARRERA 37 No.34-51;6703778;dirgeneral.cibertec@gmail.com;;PRIVADA;LUÍS FERNANDOCORREDOR;NO;IC&T-5555-23-191-05/14;NTC 5555;INTERNATIONAL CERTIFICATION & TRAINING S.A.;VENCIDA;2014 ago 29 12:00:00 AM;2020 ago 27 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.911,;SECRETARÍA DE EDUCACIÓN DISTRITO SANTA MARTA;9.496,;INSTITUTO DE ESTUDIOS TECNICOS SAN FRANCISCO JAVIER;0066;2020 ene 21 12:00:00 AM;36546590-9;47,;MAGDALENA;47.001,;SANTA MARTA;;Garagoa;Carrera 78a No. 27E-55 Barrio Garagoa;3135667126;info@fundacionsanjose.org;;PRIVADA;ALICIA VALENCIA DE GONZALEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.758,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA;8.698,;ESCUELA DE COMERCIO, COMPUTACIÓN Y SISTEMAS - ECOSISTEMAS;2017060091010;2017 jul 10 12:00:00 AM;841000063-5;5,;ANTIOQUIA;5.172,;CHIGORODÓ;;KENNEDY;CARRERA 106 Nº 93 - 16;3182253972;CHIGORODOMARIA@TAREANET.EDU.CO;;PRIVADA;TOMAS DE ARCOS SILGADO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.818,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;9.105,;TALENTUM LINE;8827;2018 oct 03 12:00:00 AM;805023202-0;76,;VALLE DEL CAUCA;76.001,;CALI;;El Cedro;Calle 7 7 No. 26-42;3902163;gerencia@corporaciontalentum.com;;PRIVADA;Diego MauricioPasmin Forero;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.910,;SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA;2.857,;INSTITUCION PARA EL TRABAJO Y DESARROLLO HUMANO INSTITUTO TECNICO DENTAL - INSTEDENT-;4994;2018 jul 31 12:00:00 AM;39150603-6;13,;BOLÍVAR;13.001,;CARTAGENA;;Alcibia;Amberes Cra 39 No. 29 A 58;6722758;icosaludinstedent@gmail.com;;PRIVADA;ZAYDA PATRICIA LARA MARTINEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.818,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;6.962,;UNIVERSIDAD SANTIAGO DE CALI ( extension universitaria);2800;2059 sep 02 12:00:00 AM;890.303.797-1;76,;VALLE DEL CAUCA;76.001,;CALI;;Santa Rosa;Carrera 8 No. 8-17;5183000-501;jorgeolaya@usc.edu.co;www.usc.edu.co;PRIVADA;JorgeOlaya Garcera;SI;CO17/7542;NTC 5555;SGS COLOMBIA;RENOVADA;2017 mar 15 12:00:00 AM;2023 mar 14 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;8.061,;CENTRO MODERNO DE FORMACION PARA EL TRABAJO Y DESARROLLO HUMANO ATENIENSE;08-028;2016 feb 03 12:00:00 AM;3109354-3;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;KENNEDY;KENNEDY ESTADOS UNIDOS;CRA 79 b N 40  A ¿ 51  SUR INTERIOR 01;4505054;colegioateniense@yahoo.com;;PRIVADA;GUSTAVORODRIGUEZ SOTELO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.818,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;3.700,;FUNDACION CARVAJAL;4143.0.21.8712;2014 oct 17 12:00:00 AM;890314970-7;76,;VALLE DEL CAUCA;76.001,;CALI;;el Poblado;Carrera 28 f No. 72 L-79;5542949;fundacioncomunicaciones@fundacioncarvajal.org.co;;PRIVADA;MARCELA DEL SOCORRO ASTUDILLO PALOMINO;SI;FT-CER402529;NTC 5555;ICONTEC;RENOVADA;2015 jul 22 12:00:00 AM;2022 sep 22 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.780,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR;2.218,;SISTEMAS INTERACTIVOS DE COLOMBIA;0396;2009 mar 30 12:00:00 AM;824002875-6;20,;CESAR;20.001,;VALLEDUPAR;;LOPERENA;CLL 16A 9-09;5709139;juliocesar@si.edu.co;WWW.SISTENPLUS.EDU.CO;PRIVADA;JULIO CESAR PEREZ CORTES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.806,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA;9.369,;CENTRO REGIONAL DE ESTUDIOS ARTÍSTICOS-INSTITUTO CREA;12783;2019 oct 25 12:00:00 AM;1087990468;66,;RISARALDA;66.001,;PEREIRA;;LAS AMÉRICAS;AVENIDA DEL RIO N° 12-71;3233024111;info@institutocrea.com;www.institutocrea.com;PRIVADA;JUAN DAVIDECHEVERRI CALVO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.760,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BELLO;6.975,;CEDENORTE INSTITUCIÓN TÉCNICA;20121380;2012 jul 12 12:00:00 AM;1040180572;5,;ANTIOQUIA;5.088,;BELLO;;Principal Barrio Centro;Carrera 49 53-47;6046007;rcampino@cedenorte.edu.co;www.cedenorte.edu.co;PRIVADA;ROBINSON DARIO CAMPIÑO ZAPATA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.818,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;9.363,;CENTRO DE APRENDIZAJE Y CAPACITACION CENACAP;06326;2019 ago 30 12:00:00 AM;800218598-1;76,;VALLE DEL CAUCA;76.001,;CALI;;Los Andes;Calle 52 a No. 1 F -95;3102180648;valledelcauca@cenacap.edu.co;;PRIVADA;HANS AUGUSTBRACHHOLZ SCHWENK;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;6.135,;ACADEMIA DE BELLEZA Y ESTETICA DORAL;04616-3;2082 dic 03 12:00:00 AM;860525387-9;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;ANTONIO NARIÑO;SAN ANTONIO;AVENIDA CARACAS No. 9-35 SUR;2463225;bellezayesteticadoral@hotmail.com;;PRIVADA;DORA LILIA RODRIGUEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
10.850,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FACATATIVÁ;7.392,;FUNDACION EDUCATIVA SURAMERICANA - FESUR;1789;2014 dic 03 12:00:00 AM;09005209389;25,;CUNDINAMARCA;25.269,;FACATATIVÁ;;CENTRO;CARRERA 2 N 7 93;8900555;direccion.fesur@gmail.com;www.fesur.edu.co;PRIVADA;FRANK EDUARDAGUDELO FIQUE;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.781,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;5.561,;"TECNICO DEL CARIBE "" INSETEC""";071;2011 ago 24 12:00:00 AM;900280743-9;23,;CÓRDOBA;23.555,;PLANETA RICA;;;COLEGIO MILITAR JOSE MARIA CORDOBA;7766665;viachivan35@hotmail.com;;PRIVADA;AUXILIADORAMORALES ZABALA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
10.850,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FACATATIVÁ;7.139,;CENTRO DE INGLES LINCOLN;0001276;2012 oct 02 12:00:00 AM;800078538-8;25,;CUNDINAMARCA;25.269,;FACATATIVÁ;;Barrio Santa Rita;Calle 11 No 7A-38;8901561;fcalidad@lincolnenglishcenter.com;www.lincolnenglishcenter.com;PRIVADA;ESNEDALOPEZ ARIAS;NO;;;;;;;-74,354649;4,818064;2.020,;11,;2020 nov 30 12:00:00 AM
3.764,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ATLÁNTICO;8.263,;CENTRO DE FORMACION TECNICO DEL CARIBE SOCIEDAD POR ACCIONES SIMPLIFICADA SIGLA CEFTCA S.A.S;0781;2017 mar 15 12:00:00 AM;900898257-4;8,;ATLÁNTICO;8.436,;MANATÍ;;;CR 8 NO 5D-95;3002829743;direccionceftca@gmail.com;;PRIVADA;DIANAVANEGAS MERCADO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.910,;SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA;5.274,;INSTITUCION PARA EL TRABAJO Y DESARROLLO HUMANO ESCUELA TALLER CARTAGENA DE INDIAS;3921;2008 nov 24 12:00:00 AM;8001692653;13,;BOLÍVAR;13.001,;CARTAGENA;;GETSEMANI;CALLE DEL GUERRERO No. 29-64;6640855;general@etcartagena.org;www.escuelastallercolombia.org;OFICIAL;GERMÁN ANTONIOBUSTAMANTE PATRÓN;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;7.451,;INSTITUCIÓN EDUCATIVA COLOMBOLATINA;13044;2015 feb 24 12:00:00 AM;91240160;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;TEUSAQUILLO;GRAN AMERICA;CALLE 26 No. 31-19;2697414;aljassira@gmail.com;;PRIVADA;TANIA ALEJANDRASAPUYES CHAVEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.786,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FUSAGASUGÁ;1.787,;FUNDACION JOSE VICENTE CARO;1017;2099 oct 13 12:00:00 AM;808.001.779-4;25,;CUNDINAMARCA;25.290,;FUSAGASUGÁ;;Balmoral;Carrera 9 No 18a - 05;8717042;info@josevicentecaro.edu.co;;PRIVADA;MATEA DEL CARMEN FONSECA OCHOA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;956,;ESCUELA DE SALUD SAN PEDRO CLAVER;1535-0;2094 abr 14 12:00:00 AM;8300076066;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;CHAPINERO;CHAPINERO;CALLE 52 NO - 7 - 06;2492007;info@escueladesaludsanpedroclaver.com;;PRIVADA;OVIDIOLOPEZ ROBAYO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.809,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;6.936,;FUNDACION DE MILITARES EN RETIRO FUNDAMIR;10666;2001 nov 20 12:00:00 AM;804006998-9;68,;SANTANDER;68.001,;BUCARAMANGA;;GALAN;CALLE 31 No. 34-08;6929803;fundamircoordinacion@gmail.com;www.fundamir.edu.co;PRIVADA;LUIS ALBERTO CHAPARRO CORZO;NO;FT-CER540005;NTC 5555;ICONTEC;CANCELADA;2017 jun 21 12:00:00 AM;2020 jul 06 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.822,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PALMIRA;9.181,;INSTITUTO MALLA S A S;4573;2019 dic 02 12:00:00 AM;900489454;76,;VALLE DEL CAUCA;76.520,;PALMIRA;;RECREO;CARRERA 27 # 21-06;2859797;direccion@malla.edu.co;www.institutoeducativofashiontech.blogspot.com;PRIVADA;BLADIMIR ALTUROCASTRO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.780,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR;2.215,;ESCUELA DE ESTUDIOS TECNICO DEL CESAR ESETEC;050;2092 jul 15 12:00:00 AM;800171698-5;20,;CESAR;20.001,;VALLEDUPAR;;CENTRO;CL 15 7-42;5811046;esetecvalledupar@hotmail.com;;PRIVADA;ERNESTO CALOSBUSTILLO ROJAS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.797,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;5.642,;"CASA DE LA CULTURA ""JORGE ELIÉCER GAITÁN"".";1002;2009 ago 03 12:00:00 AM;892000430-0;50,;META;50.001,;VILLAVICENCIO;;LA GRAMA;CALLE 41 A No. 30-19;6615043;contacto@casaculturameta.gov.co;;OFICIAL;MARÍA CONSUELOSABOGAL ZÁRATE;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.735,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;7.910,;INSTITUTO CONEXIS;0009267;2015 oct 01 12:00:00 AM;900718731;25,;CUNDINAMARCA;25.817,;TOCANCIPÁ;;;CARRERA 6 No.13-04;3005664550;ligia.villalobos@conexis.edu.co;info@fundacionconexis.org;PRIVADA;JOSE FELIPEHERNANDEZ POLO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.764,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ATLÁNTICO;9.582,;CORPORACION EDUCATIVA DE SISTEMAS AVANZADOS CEAS;1033;2019 jun 19 12:00:00 AM;8020163455;8,;ATLÁNTICO;8.560,;PONEDERA;;;CL 19 NO 13-32;3014456768;direcciongeneral@miceas.edu.co;;PRIVADA;LauraBetancur Toro;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;1.243,;HOGAR EL ROSALITO INSTITUTO DE EDUCACION ESPECIAL;3256;2095 sep 28 12:00:00 AM;51829740-7;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;TEUSAQUILLO;PALERMO;CARRERA 15 No. 46-40;2457168;elrosalito@yahoo.com;www.educacionespecialelrosalito.edu.co;PRIVADA;MARTHA CONSUELOVILLARRAGA BENAVIDES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.797,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;7.940,;ESCUELA DE CARABINEROS EDUARDO CUEVAS GARCÍA;3370;2015 nov 09 12:00:00 AM;79641112-1;50,;META;50.001,;VILLAVICENCIO;;;CARRERA 37 No.47-00;6644748;mindefensa@hotmail.com;;PRIVADA;HÉCTOR SANTIAGOGARCÍA LUNA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.815,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL TOLIMA;2.464,;CECONTEC ESPINAL;1754;2009 dic 02 12:00:00 AM;93117877-4;73,;TOLIMA;73.268,;ESPINAL;;CENTRO;CLL 11 NO. 6   28;2390518;grupocecontec@gmail.es;www.cecontecvirtual.com;PRIVADA;JORGE ELIECER GALINDO RODRIGUEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.809,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;9.326,;ESCUELA MUNICIPAL DE ARTE Y OFICIOS - EMA;2766;2019 ago 23 12:00:00 AM;890204594-9;68,;SANTANDER;68.001,;BUCARAMANGA;;CENTRO;CARRERA 19 NO. 31-65;6884469;ema@gmail.com;;OFICIAL;NESTOR JOSE RUEDA GOMEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;9.614,;CENTRO DE EDUCACION COLOMBO JAPONESA PARA LA ENSEÑANZA DE LENGUA JAPONESA;110469;2019 oct 02 12:00:00 AM;9012021749;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;SUBA;Morato;Carrera 70 N° 103-25;7261823;educacion@colombojaponesa.com;;PRIVADA;NINFER YANNETHBETANCOURT OCHOA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.779,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CESAR;8.268,;"INSTITUTO TÉCNICO COMFACESAR ""INSTECOM""";000779;2016 feb 17 12:00:00 AM;892399989-8;20,;CESAR;20.238,;EL COPEY;;Piedras Azules;CALLE 8 No. 12-70;3162853534;uiscopey@comfacesar.com;;MIXTA;ELISA MILAGROSCÓRDOBA BORRAS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.790,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL HUILA;1.417,;INSTITUTO TECNICO COMERCIO AL DIA;0945;2006 jun 23 12:00:00 AM;55055049-7;41,;HUILA;41.298,;GARZÓN;;CENTRO;CALLE 11 NO. 9 - 37;833 12 65;isvape@sena.con;;PRIVADA;MARIA ISNELDA VARGAS PE?A;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.780,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR;2.209,;CORPORACION POLITECNICO CENTRAL;00114;2006 jul 14 12:00:00 AM;830122117-8;20,;CESAR;20.001,;VALLEDUPAR;;GAITAN;CLL 17 13-19;5744640;politecnicocentralvalleduoar@hotmail.com;;PRIVADA;OMAIRA MARGARITA MAESTRE VASQUEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.803,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL QUINDÍO;6.587,;LA HUERTA DE CALOCHO;101;2006 oct 12 12:00:00 AM;801004904-7;63,;QUINDÍO;63.470,;MONTENEGRO;;MONTENEGRO;FINCA LA GALICIA;7405047;info@lahuertadecalocho.com;www.lahuertadecalocho.com;PRIVADA;RAMON DARIOZULUAGA GIRALDO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.801,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NORTE DE SANTANDER;8.721,;INSTITUCIÓN DE EDUCACIÓN PARA EL TRABAJO Y EL DESARROLLO COMFAORIENTE PAMPLONA;4425;2017 dic 06 12:00:00 AM;890500675-6;54,;NORTE DE SANTANDER;54.518,;PAMPLONA;;CENTRO;CARRERA 7 N°. 5-67;5684822;NELSON.RAMON@COMFAORIENTE.COM;WWW.COMFAORIENTE.COM;PRIVADA;NELSON EDUARDORAMON MORENO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.797,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;7.523,;COTRANSVIAL;2686;2014 ago 01 12:00:00 AM;900707398-6;50,;META;50.001,;VILLAVICENCIO;;EL PARAISO;CALLE 37 No.20-04;6663446;educacionvial767@gmail.com;;PRIVADA;LUIS CARLOSAYA MONTAÑO;SI;FT-CER690655;NTC 5555;ICONTEC;PRIMERA VEZ;2019 jun 07 12:00:00 AM;2022 jun 06 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.798,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;5.040,;INSTITUTO DE EDUCACIÓN TÉCNICA INESUR;4216;2009 dic 10 12:00:00 AM;130725538;52,;NARIÑO;52.683,;SANDONÁ;;;I.E. FATIMA;3182618412;inesurpasto@hotmail.es;;PRIVADA;JHON HARVEYBENAVIDES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.769,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOYACÁ;6.057,;"ESCUELA DE EDUCACION PARA EL DESARROLLO DE COLOMBIA ""ESEDCO""";06667;2011 dic 02 12:00:00 AM;22641646-8;15,;BOYACÁ;15.223,;CUBARÁ;;;CARRERA 1 No. 3-75;8891211;esedco@hotmail.com;;PRIVADA;LILIBETH ROCIOMENDEZ PEDRAZA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.780,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR;5.151,;"CORPORACION TECNICA EN FORMACION PARA EL TRABAJO, EMPRENDIMIENTO Y EL EMPRESARISMO ""COTEM""";0087;2007 ago 17 12:00:00 AM;0900392922-1;20,;CESAR;20.001,;VALLEDUPAR;;;CARRERA 10 16A 47;3006664308;jesuse2161@yahoo.es;;PRIVADA;CLARA INESCHINCHIA GONZALEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;7.884,;ACADEMIA DE IDIOMAS SMART;00-87;2010 mar 16 12:00:00 AM;830033825 - 2;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;SUBA;CENTRO COMERCIAL FIESTA SUBA;CALLE 147 N° 101-56 LOCAL 272;2102484;suba@smart.edu.co;www.smart.edu.co;PRIVADA;JUAN PABLORIVEROS MARTINEZ;SI;CO20.01266;NTC 5555;BUREAU VERITAS;PRIMERA VEZ;2020 jun 09 12:00:00 AM;2023 feb 14 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;9.528,;ACADEMIA DE IDIOMAS SMART RESTREPO;15-064;2019 dic 19 12:00:00 AM;830033825-2;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;ANTONIO NARIÑO;ANTONIO NARIÑO;AVENIDA CARACAS No. 17-30 SUR;2102484;restrepo@smart.edu.co;;PRIVADA;DIANA PAOLA ROA BURBANO;SI;CO20.01266;NTC 5555;BUREAU VERITAS;PRIMERA VEZ;2020 jun 09 12:00:00 AM;2023 feb 14 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.735,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;7.800,;INSTITUTO TECNICO PEDAGOGICO INTEP;009605;2014 dic 23 12:00:00 AM;41790625;25,;CUNDINAMARCA;25.430,;MADRID;;;CALLE 7 No.3-98;8253036;intepmadrid@hotmail.com;www.intepmadrid.edu.co;PRIVADA;CARLOS AUGUSTOSANCHEZ CASTILLO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.782,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MONTERÍA;3.110,;CORPORACION EDUCATIVA  COLOMBIANA ECO;001218;2089 may 23 12:00:00 AM;800153764-7;23,;CÓRDOBA;23.001,;MONTERIA;;EL CENTRO;CALLE 24 No. 6-52;7820434;corpoeco.direccion@gmail.com;www.eco.edu.co;PRIVADA;WILLERLARIOS BARRIOS;NO;CO16.01294;NTC 5555;BUREAU VERITAS;CANCELADA;2016 ago 22 12:00:00 AM;2019 ago 21 12:00:00 AM;-75,886679;8,752724;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;4.226,;CENTRO DE CAPACITACION Y PROMOCION POPULAR JUAN BOSCO OBRERO;19-002;2010 ene 12 12:00:00 AM;860008010;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;CIUDAD BOLIVAR;LA ESTRELLA;CARRERA 18G No 74 A 59 SUR;5687303;secretariaacademica@cjbo.org;www.cjbo.org;PRIVADA;JAIME SDBGARCIA CUELLAR;SI;FT-CER508264;NTC 5555;ICONTEC;RENOVADA;2016 dic 22 12:00:00 AM;2022 dic 21 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.546,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IPIALES;4.353,;HOUSTON 2000 COMPUTER CENTER;0403;2011 may 02 12:00:00 AM;837000609-1;52,;NARIÑO;52.356,;IPIALES;;;CARRERA 6 No. 12 - 86;3128281703;houston_2000cc@hotmail.com;;PRIVADA;JUAN JOSEBASANTE NASNER;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.759,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;9.224,;HAS BELLEZA;201950036124;2019 may 07 12:00:00 AM;9004364135;5,;ANTIOQUIA;5.001,;MEDELLÍN;MEDELLIN;;CARRERA 43 N° 25A - 169 (Loma de San Julian) LOCAL 8;4480880;eventos@hasbelleza.com;;PRIVADA;ISABEL CRISTINAMENDOZA TORO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.776,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FLORENCIA;3.905,;POLITECNICO INTERNACIONAL COLOMBIANO - POLINTEC;0686;2017 sep 18 12:00:00 AM;27362120-7;18,;CAQUETÁ;18.001,;FLORENCIA;;SAN JUDAS;CALLE 11 No.6-16;4363115;polintec.sas@gmail.com;;PRIVADA;JHON JAIROLEON;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.818,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;2.659,;POLITECNICO TIMDO;4143.2.21.5593;2009 jul 10 12:00:00 AM;800104961-2;76,;VALLE DEL CAUCA;76.001,;CALI;;Santa Isabel;CARRERA 38 # 4C - 10;5567044;academico@politecnicotimdo.edu.co;www.politecnicotimdo.edu.co;PRIVADA;Julian EnriqueIdrobo Guzman;SI;CO19.01403;NTC 5555;BUREAU VERITAS;PRIMERA VEZ;2019 may 22 12:00:00 AM;2022 may 21 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.817,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL VALLE;6.727,;PREPARATORIA BILINGUE  BI-COLL'S;1652;2013 jul 11 12:00:00 AM;24954041-3;76,;VALLE DEL CAUCA;76.622,;ROLDANILLO;;EL CENTRO;CALLE 8 No 4-43;2595366;glogica60@gmail.com;;PRIVADA;GLORIA LUCERO GIRALDO CARDONA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.769,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOYACÁ;9.090,;TEACHING TRAININ & TESTING SERVICES;2085;2014 abr 02 12:00:00 AM;90052150-0;15,;BOYACÁ;15.572,;PUERTO BOYACÁ;;Villa Tez;CALLE 21 No. 3-04;3158808534;esausepulveda@hotmail.com;;PRIVADA;NORA ISABELAMADO MELO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
